"POOL_ID","LRU_POSITION","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","COMPRESSED","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","98","10","1950","INDEX","0","0","0","168972544","0","92409","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","99","10","1951","INDEX","0","0","0","168980272","0","92411","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","100","0","3895","UNDO_LOG","0","0","0","155764486","0","92412","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","101","10","1952","INDEX","0","0","0","168988000","0","92412","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","102","10","1953","INDEX","0","0","0","168995728","0","92414","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","103","10","1954","INDEX","0","0","0","169007821","0","92416","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","104","0","3896","UNDO_LOG","0","0","0","155818286","0","92416","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","105","10","1955","INDEX","0","0","0","169026640","0","92417","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","106","10","1956","INDEX","0","0","0","169045988","0","92419","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","107","0","3897","UNDO_LOG","0","0","0","155872086","0","92419","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","108","10","1957","INDEX","0","0","0","169065060","0","92421","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","109","10","1958","INDEX","0","0","0","169084370","0","92422","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","110","0","3898","UNDO_LOG","0","0","0","155925892","0","92423","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","111","10","1959","INDEX","0","0","0","169103461","0","92424","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","112","10","1960","INDEX","0","0","0","169122717","0","92426","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","113","0","577","UNDO_LOG","0","0","0","259492264","1","0","NULL","NULL","0","0","0","0","IO_NONE","NULL","0"
"0","114","0","207","SYSTEM","0","0","0","261879408","0","101917","NULL","NULL","0","0","0","0","IO_NONE","NULL","0"
"0","115","0","3899","UNDO_LOG","0","0","0","155979686","0","92426","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","116","10","1961","INDEX","0","0","0","169142150","0","92427","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","117","10","1962","INDEX","0","0","0","169161524","0","92429","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","118","0","3900","UNDO_LOG","0","0","0","156033488","0","92430","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","119","10","1963","INDEX","0","0","0","169180521","0","92431","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","120","10","1964","INDEX","0","0","0","169199439","0","92433","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","121","0","3901","UNDO_LOG","0","0","0","156087290","0","92433","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","122","10","1965","INDEX","0","0","0","169218866","0","92434","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","123","10","1966","INDEX","0","0","0","169238234","0","92436","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","124","0","3902","UNDO_LOG","0","0","0","156141163","0","92437","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","125","10","1967","INDEX","0","0","0","169257715","0","92438","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","126","10","1968","INDEX","0","0","0","169276866","0","92439","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","127","0","3903","UNDO_LOG","0","0","0","156195185","0","92440","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","128","10","1969","INDEX","0","0","0","169295918","0","92441","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
