"ID","USER","HOST","DB","COMMAND","TIME","STATE","INFO","TIME_MS","STAGE","MAX_STAGE","PROGRESS","MEMORY_USED","MAX_MEMORY_USED","EXAMINED_ROWS","QUERY_ID","INFO_BINARY","TID"
"73","root","localhost:49136","NULL","Query","0","Filling schema table","select * from information_schema.PROCESSLIST","0.191","0","0","0.000","149744","149744","0","404","select * from information_schema.PROCESSLIST","1853"
