"POOL_ID","BLOCK_ID","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","PAGE_STATE","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","0","10","3322","INDEX","0","0","0","207763951","0","161764","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","881"
"0","1","10","3323","INDEX","0","0","0","207771695","0","161766","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","882"
"0","2","0","2","INODE","0","0","0","200460268","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","732"
"0","3","10","3324","INDEX","0","0","0","209188140","0","161768","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","883"
"0","4","10","3325","INDEX","0","0","0","209195868","0","161852","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","884"
"0","5","10","3326","INDEX","0","0","0","209203596","0","161853","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","885"
"0","6","0","6","SYSTEM","0","0","0","200459512","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","7","0","301","UNDO_LOG","0","0","0","286941865","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","8","0","45","SYSTEM","0","0","0","200460336","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","9","10","3131","INDEX","0","0","0","202061893","0","161197","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","880"
"0","10","0","46","SYSTEM","0","0","0","200461090","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","11","10","3130","INDEX","0","0","0","202054165","0","161195","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","880"
"0","12","0","47","SYSTEM","0","0","0","200461791","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","13","0","311","UNDO_LOG","0","0","0","287099439","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","4078"
"0","14","0","48","SYSTEM","0","0","0","200462560","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","15","0","312","UNDO_LOG","0","0","0","287151206","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","4078"
"0","16","0","49","SYSTEM","0","0","0","200463321","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","17","0","313","UNDO_LOG","0","0","0","287202967","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","4078"
"0","18","0","50","SYSTEM","0","0","0","200464038","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","19","0","314","UNDO_LOG","0","0","0","287254738","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","4078"
"0","20","0","51","SYSTEM","0","0","0","200464792","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
"0","21","0","315","UNDO_LOG","0","0","0","287306507","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","4078"
"0","22","0","52","SYSTEM","0","0","0","200465568","0","132475","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","3619"
