"POOL_ID","POOL_SIZE","FREE_BUFFERS","DATABASE_PAGES","OLD_DATABASE_PAGES","MODIFIED_DATABASE_PAGES","PENDING_DECOMPRESS","PENDING_READS","PENDING_FLUSH_LRU","PENDING_FLUSH_LIST","PAGES_MADE_YOUNG","PAGES_NOT_MADE_YOUNG","PAGES_MADE_YOUNG_RATE","PAGES_MADE_NOT_YOUNG_RATE","NUMBER_PAGES_READ","NUMBER_PAGES_CREATED","NUMBER_PAGES_WRITTEN","PAGES_READ_RATE","PAGES_CREATE_RATE","PAGES_WRITTEN_RATE","NUMBER_PAGES_GET","HIT_RATE","YOUNG_MAKE_PER_THOUSAND_GETS","NOT_YOUNG_MAKE_PER_THOUSAND_GETS","NUMBER_PAGES_READ_AHEAD","NUMBER_READ_AHEAD_EVICTED","READ_AHEAD_RATE","READ_AHEAD_EVICTED_RATE","LRU_IO_TOTAL","LRU_IO_CURRENT","UNCOMPRESS_TOTAL","UNCOMPRESS_CURRENT"
"0","8191","1020","6984","2559","0","0","0","0","0","226","1434801","5.3808242660889025","34161.11521154259","564","9263","9634","9.999761910430705","220.54236803885624","229.37549105973667","20537089","1000","0","69","255","0","6.071284017047214","0","5308","3","0","0"
