"POOL_ID","BLOCK_ID","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","PAGE_STATE","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","0","10","5658","INDEX","0","0","0","325074411","0","145623","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","1","0","5755","UNDO_LOG","0","0","0","323254652","0","145623","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","2","10","5659","INDEX","0","0","0","325097159","0","145626","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","3","10","5660","INDEX","0","0","0","325120142","0","145628","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","4","10","5661","INDEX","0","0","0","325142880","0","145630","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","5","0","5757","UNDO_LOG","0","0","0","323447999","0","145632","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","6","10","5665","INDEX","0","0","0","325228222","0","145639","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","7","5","853","INDEX","0","0","0","31819031","0","145641","`employees`.`employees`","PRIMARY","339","15029","0","FILE_PAGE","IO_NONE","1","0"
"0","8","0","5759","UNDO_LOG","0","0","0","323615299","0","145641","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","9","10","5667","INDEX","0","0","0","326254644","0","145644","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","10","0","221","SYSTEM","0","0","0","323619554","0","145645","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","1","0"
"0","11","0","222","SYSTEM","0","0","0","326246544","0","145713","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","1","0"
"0","12","10","5668","INDEX","0","0","0","326264004","0","145715","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","13","10","5669","INDEX","0","0","0","326273364","0","145718","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","14","0","5761","UNDO_LOG","0","0","0","324470729","0","145718","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","15","10","5671","INDEX","0","0","0","326292084","0","145722","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","16","10","5672","INDEX","0","0","0","326301444","0","145724","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","17","10","3017","INDEX","0","0","0","239279644","0","135577","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","1","2782"
"0","18","10","5673","INDEX","0","0","0","326310804","0","145727","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","19","0","5763","UNDO_LOG","0","0","0","324679117","0","145727","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","20","10","5674","INDEX","0","0","0","326320164","0","145729","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","21","0","5764","UNDO_LOG","0","0","0","324780519","0","145732","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","22","10","5676","INDEX","0","0","0","326338884","0","145734","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","23","10","5677","INDEX","0","0","0","326348244","0","145736","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","24","10","5678","INDEX","0","0","0","326357604","0","145738","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","25","10","5679","INDEX","0","0","0","326366964","0","145740","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
"0","26","0","5766","UNDO_LOG","0","0","0","324989593","0","145741","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","0","7337"
"0","27","5","855","INDEX","0","0","0","31845347","0","145742","`employees`.`employees`","PRIMARY","339","15054","0","FILE_PAGE","IO_NONE","1","0"
"0","28","10","5681","INDEX","0","0","0","326385684","0","145745","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","0","7337"
