"POOL_ID","BLOCK_ID","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","PAGE_STATE","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","0","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","NOT_USED","IO_NONE","NO","0"
"0","1","0","2620","UNDO_LOG","1","0","NO","374160955","0","228758","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","2","10","3968","INDEX","1","0","YES","289686640","0","246505","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","3","10","3970","INDEX","1","0","YES","289681566","0","246514","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","4","0","2619","UNDO_LOG","1","0","NO","374099715","0","228755","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","5","10","3971","INDEX","1","0","YES","289679029","0","246517","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","6","10","3972","INDEX","1","0","YES","289494062","0","246529","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","7","0","2618","UNDO_LOG","1","0","NO","374038469","0","228753","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","8","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","NOT_USED","IO_NONE","NO","0"
"0","9","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","NOT_USED","IO_NONE","NO","0"
"0","10","0","2617","UNDO_LOG","1","0","NO","373977231","0","228751","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","11","10","3973","INDEX","1","0","YES","289491525","0","246536","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","12","10","3975","INDEX","1","0","YES","289486451","0","246542","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","13","0","2616","UNDO_LOG","1","0","NO","373915718","0","228749","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","14","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","NOT_USED","IO_NONE","NO","0"
"0","15","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","NOT_USED","IO_NONE","NO","0"
"0","16","0","2615","UNDO_LOG","1","0","NO","373854459","0","228747","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","17","10","4198","INDEX","1","0","YES","297308924","0","247991","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","NO","5692"
"0","18","10","3977","INDEX","1","0","YES","289298667","0","246570","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","19","0","2614","UNDO_LOG","1","0","NO","373792925","0","228744","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","20","10","3978","INDEX","1","0","YES","289296130","0","246572","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","21","10","5397","INDEX","1","0","YES","346459342","0","255730","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","NO","7268"
"0","22","0","2613","UNDO_LOG","1","0","NO","373729088","0","228742","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","23","10","3981","INDEX","1","0","YES","289288519","0","246576","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","24","10","3982","INDEX","1","0","YES","289285982","0","246578","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","25","0","2612","UNDO_LOG","1","0","NO","373665275","0","228740","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","26","10","3984","INDEX","1","0","YES","289280908","0","246580","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","27","10","3986","INDEX","1","0","YES","289127902","0","246583","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","28","0","2611","UNDO_LOG","1","0","NO","373601451","0","228738","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","29","10","3987","INDEX","1","0","YES","289125365","0","246584","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","30","10","3989","INDEX","1","0","YES","289120307","0","246587","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","31","0","2610","UNDO_LOG","1","0","NO","373537603","0","228735","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","32","10","3991","INDEX","1","0","YES","289115233","0","246590","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","33","10","5395","INDEX","1","0","YES","346473422","0","255727","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","NO","7268"
"0","34","10","3993","INDEX","1","0","YES","289110159","0","246592","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","35","0","2609","UNDO_LOG","1","0","NO","373473806","0","228723","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","36","10","3995","INDEX","1","0","YES","289105085","0","246595","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","37","10","3998","INDEX","1","0","YES","288915025","0","246599","`employees`.`salaries`","PRIMARY","468","14976","0","FILE_PAGE","IO_NONE","YES","5402"
"0","38","0","2608","UNDO_LOG","1","0","NO","373409967","0","228719","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","8047"
"0","39","0","271","SYSTEM","1","0","NO","162072194","0","228719","NULL","NULL","0","0","0","FILE_PAGE","IO_NONE","NO","7268"
"0","40","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","41","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","42","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","43","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","44","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","45","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","46","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","47","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","48","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","49","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","50","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","51","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","52","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","53","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","54","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","55","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","56","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","57","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","58","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","59","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","60","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","61","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","62","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","63","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","64","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
"0","65","0","0","UNKNOWN","0","0","NO","0","0","0","NULL","NULL","0","0","0","MEMORY","IO_NONE","NO","0"
