"POOL_ID","POOL_SIZE","FREE_BUFFERS","DATABASE_PAGES","OLD_DATABASE_PAGES","MODIFIED_DATABASE_PAGES","PENDING_DECOMPRESS","PENDING_READS","PENDING_FLUSH_LRU","PENDING_FLUSH_LIST","PAGES_MADE_YOUNG","PAGES_NOT_MADE_YOUNG","PAGES_MADE_YOUNG_RATE","PAGES_MADE_NOT_YOUNG_RATE","NUMBER_PAGES_READ","NUMBER_PAGES_CREATED","NUMBER_PAGES_WRITTEN","PAGES_READ_RATE","PAGES_CREATE_RATE","PAGES_WRITTEN_RATE","NUMBER_PAGES_GET","HIT_RATE","YOUNG_MAKE_PER_THOUSAND_GETS","NOT_YOUNG_MAKE_PER_THOUSAND_GETS","NUMBER_PAGES_READ_AHEAD","NUMBER_READ_AHEAD_EVICTED","READ_AHEAD_RATE","READ_AHEAD_EVICTED_RATE","LRU_IO_TOTAL","LRU_IO_CURRENT","UNCOMPRESS_TOTAL","UNCOMPRESS_CURRENT"
"0","8064","1534","6530","2391","280","0","0","0","0","63","2172462","1.14543","39498.6","1057","13829","15636","19.2178","251.432","284.286","37365525","1000","0","58","640","0","11.6362","0","15890","2","0","0"
