"POOL_ID","LRU_POSITION","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","COMPRESSED","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","0","0","1116","UNDO_LOG","1","0","NO","243063895","0","143164","NULL","NULL","0","0","0","NO","IO_NONE","YES","3868"
"0","1","10","2888","INDEX","1","0","YES","243884307","0","143164","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","2","10","2889","INDEX","1","0","YES","243877256","0","143166","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","3","0","1117","UNDO_LOG","1","0","NO","243125120","0","143167","NULL","NULL","0","0","0","NO","IO_NONE","YES","3868"
"0","4","10","2890","INDEX","1","0","YES","243870292","0","143167","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","5","10","2891","INDEX","1","0","YES","243863309","0","143169","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","6","0","1118","UNDO_LOG","1","0","NO","243186365","0","143170","NULL","NULL","0","0","0","NO","IO_NONE","YES","3868"
"0","7","10","2892","INDEX","1","0","YES","243856472","0","143171","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","8","10","2893","INDEX","1","0","YES","243849617","0","143172","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3868"
"0","9","0","1119","UNDO_LOG","1","0","NO","243247599","0","143177","NULL","NULL","0","0","0","NO","IO_NONE","YES","3868"
"0","10","10","2894","INDEX","1","0","YES","243842882","0","143179","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3870"
"0","11","10","2895","INDEX","1","0","YES","243835835","0","143193","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3877"
"0","12","0","1120","UNDO_LOG","1","0","NO","243308859","0","143194","NULL","NULL","0","0","0","NO","IO_NONE","YES","3877"
"0","13","10","2896","INDEX","1","0","YES","243829043","0","143195","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3877"
"0","14","10","2897","INDEX","1","0","YES","243822202","0","143197","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3877"
"0","15","0","1121","UNDO_LOG","1","0","NO","243343379","0","143197","NULL","NULL","0","0","0","NO","IO_NONE","YES","3877"
"0","16","10","2898","INDEX","1","0","YES","246800071","0","143198","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3877"
"0","17","10","2899","INDEX","1","0","YES","246798054","0","143355","`employees`.`salaries`","PRIMARY","468","14976","0","NO","IO_NONE","YES","3877"
