"KEY_CACHE_NAME","SEGMENTS","SEGMENT_NUMBER","FULL_SIZE","BLOCK_SIZE","USED_BLOCKS","UNUSED_BLOCKS","DIRTY_BLOCKS","READ_REQUESTS","READS","WRITE_REQUESTS","WRITES"
"default","NULL","NULL","134217728","1024","2","107161","0","2","2","0","0"
